resume_index,actual_job_role,rank,recommended_job_role,semantic_similarity
118,Psychologist,1,Psychologist,49.22
118,Psychologist,2,Management Consultant,44.09
118,Psychologist,3,Learning & Development Manager,43.72
118,Psychologist,4,Counselor,41.5
118,Psychologist,5,Business Development Manager,38.96
119,Nail Technician,1,Nail Technician,59.27
119,Nail Technician,2,Massage Therapist,40.63
119,Nail Technician,3,Retail Supervisor,37.9
119,Nail Technician,4,Community Outreach Coordinator,37.46
119,Nail Technician,5,Esthetician,36.28
120,Production Manager,1,Operations Manager,51.54
120,Production Manager,2,Quality Assurance Manager,51.16
120,Production Manager,3,HR Operations Manager,50.98
120,Production Manager,4,Security Engineer,50.45
120,Production Manager,5,Solutions Engineer,49.87
121,Lawyer,1,Law Clerk,41.77
121,Lawyer,2,Management Consultant,39.63
121,Lawyer,3,Corporate Lawyer,39.47
121,Lawyer,4,Lawyer,39.43
121,Lawyer,5,Business Consultant,34.9
122,CNC Machinist,1,CNC Machinist,51.18
122,CNC Machinist,2,QA Engineer,48.07
122,CNC Machinist,3,Data Engineer,46.58
122,CNC Machinist,4,IT Field Technician,44.38
122,CNC Machinist,5,Data Scientist,44.22
123,Blockchain Developer,1,Blockchain Developer,52.08
123,Blockchain Developer,2,Software Engineer,48.68
123,Blockchain Developer,3,Data Engineer,47.81
123,Blockchain Developer,4,Data Scientist,47.04
123,Blockchain Developer,5,Software Test Engineer,43.99
124,Scrum Master,1,Scrum Master,69.06
124,Scrum Master,2,Learning & Development Manager,50.86
124,Scrum Master,3,Strategy Consultant,42.6
124,Scrum Master,4,Software Engineer,42.31
124,Scrum Master,5,Management Consultant,42.26
125,Chief Marketing Officer,1,Business Development Manager,50.21
125,Chief Marketing Officer,2,Marketing Manager,47.8
125,Chief Marketing Officer,3,Learning & Development Manager,47.16
125,Chief Marketing Officer,4,Product Marketing Manager,45.27
125,Chief Marketing Officer,5,Chief Marketing Officer,44.3
126,Fleet Manager,1,Management Consultant,52.33
126,Fleet Manager,2,Strategy Consultant,48.82
126,Fleet Manager,3,Learning & Development Manager,48.28
126,Fleet Manager,4,Solutions Engineer,47.31
126,Fleet Manager,5,HR Operations Manager,45.79
127,Spark Developer,1,Spark Developer,54.32
127,Spark Developer,2,Data Engineer,52.0
127,Spark Developer,3,Hadoop Developer,50.84
127,Spark Developer,4,Data Scientist,50.32
127,Spark Developer,5,Scala Developer,47.43
128,3D Artist,1,Graphic Designer,51.33
128,3D Artist,2,Software Engineer,49.43
128,3D Artist,3,Web Designer,48.58
128,3D Artist,4,3D Artist,46.87
128,3D Artist,5,Instructional Designer,46.42
129,Product Manager,1,Strategy Consultant,49.53
129,Product Manager,2,Product Marketing Manager,47.17
129,Product Manager,3,Academic Data Analyst,47.03
129,Product Manager,4,Business Analyst,45.67
129,Product Manager,5,Marketing Manager,45.15
130,Deck Officer,1,Scrum Master,57.32
130,Deck Officer,2,Strategy Consultant,42.18
130,Deck Officer,3,Learning & Development Manager,39.5
130,Deck Officer,4,Ship Captain,38.77
130,Deck Officer,5,Fleet Manager,36.02
131,Chef,1,Chef,52.8
131,Chef,2,Restaurant Manager,49.49
131,Chef,3,Head Chef,45.31
131,Chef,4,Sous Chef,42.61
131,Chef,5,Pastry Chef,42.27
132,Photographer,1,Instructional Designer,45.05
132,Photographer,2,Videographer,41.24
132,Photographer,3,Technical Writer,39.62
132,Photographer,4,IT Consultant,39.03
132,Photographer,5,Web Designer,37.59
133,Java Backend Developer,1,DevOps Engineer,45.38
133,Java Backend Developer,2,Security Engineer,44.72
133,Java Backend Developer,3,Embedded Systems Engineer,41.33
133,Java Backend Developer,4,Agricultural Engineer,41.1
133,Java Backend Developer,5,Data Engineer,39.35
134,Landscape Architect,1,Landscape Architect,53.07
134,Landscape Architect,2,Environmental Engineer,45.75
134,Landscape Architect,3,Architect,43.55
134,Landscape Architect,4,Agricultural Engineer,42.32
134,Landscape Architect,5,Software Engineer,42.22
135,Demand Planner,1,Academic Data Analyst,52.85
135,Demand Planner,2,Analytics Engineer,51.76
135,Demand Planner,3,Data Analyst,51.34
135,Demand Planner,4,Data Scientist,48.78
135,Demand Planner,5,Data Engineer,46.67
136,Shell Script Developer,1,Software Engineer,51.32
136,Shell Script Developer,2,Data Engineer,47.8
136,Shell Script Developer,3,Software Test Engineer,47.75
136,Shell Script Developer,4,Security Engineer,47.12
136,Shell Script Developer,5,Solutions Engineer,46.8
137,Loss Prevention Manager,1,Security Engineer,53.69
137,Loss Prevention Manager,2,Security Guard,48.36
137,Loss Prevention Manager,3,Cybersecurity Specialist,48.31
137,Loss Prevention Manager,4,Security Tester,47.14
137,Loss Prevention Manager,5,Cybersecurity Analyst,44.54
138,Geologist,1,Security Engineer,49.75
138,Geologist,2,IT Field Technician,45.27
138,Geologist,3,Solutions Engineer,44.49
138,Geologist,4,Data Engineer,44.23
138,Geologist,5,Civil Engineer,44.06
139,Product Researcher,1,Data Engineer,48.41
139,Product Researcher,2,Data Scientist,47.42
139,Product Researcher,3,Salesforce Developer,46.83
139,Product Researcher,4,Analytics Engineer,46.49
139,Product Researcher,5,Academic Data Analyst,45.74
140,Heavy Equipment Operator,1,Safety Engineer,48.95
140,Heavy Equipment Operator,2,Solutions Engineer,45.09
140,Heavy Equipment Operator,3,IT Field Technician,44.05
140,Heavy Equipment Operator,4,Security Engineer,43.6
140,Heavy Equipment Operator,5,Technical Support Specialist,43.12
141,Registered Nurse,1,Registered Nurse,52.11
141,Registered Nurse,2,Clinical Data Manager,49.34
141,Registered Nurse,3,Nurse,48.23
141,Registered Nurse,4,Nursing Manager,47.98
141,Registered Nurse,5,Cassandra Developer,44.99
142,Social Worker,1,Social Worker,55.03
142,Social Worker,2,Scrum Master,42.72
142,Social Worker,3,Cybersecurity Analyst,39.88
142,Social Worker,4,Security Engineer,39.32
142,Social Worker,5,Cybersecurity Specialist,39.25
143,Automotive Engineer,1,Automotive Engineer,53.9
143,Automotive Engineer,2,Software Test Engineer,53.2
143,Automotive Engineer,3,Solutions Engineer,51.46
143,Automotive Engineer,4,QA Engineer,49.03
143,Automotive Engineer,5,Software Engineer,47.89
144,Travel Agent,1,Pre-Sales Engineer,42.9
144,Travel Agent,2,IT Field Technician,38.58
144,Travel Agent,3,Executive Assistant,38.49
144,Travel Agent,4,Sales Associate,34.57
144,Travel Agent,5,Software Engineer,34.51
145,Coach,1,Athletic Trainer,51.2
145,Coach,2,Training Manager,42.61
145,Coach,3,Fitness Manager,39.58
145,Coach,4,Sports Manager,39.2
145,Coach,5,Physical Therapist,37.97
146,Java Backend Developer,1,Agricultural Engineer,39.27
146,Java Backend Developer,2,Java Backend Developer,36.68
146,Java Backend Developer,3,Software Engineer,36.04
146,Java Backend Developer,4,Solutions Engineer,35.01
146,Java Backend Developer,5,Scrum Master,34.85
147,Director,1,Business Development Manager,59.36
147,Director,2,Learning & Development Manager,52.56
147,Director,3,Management Consultant,51.05
147,Director,4,Strategy Consultant,49.78
147,Director,5,Business Consultant,44.34
148,Civil Engineer,1,Project Engineer,58.09
148,Civil Engineer,2,Civil Engineer,57.39
148,Civil Engineer,3,Structural Engineer,56.32
148,Civil Engineer,4,Software Engineer,51.81
148,Civil Engineer,5,Software Test Engineer,50.17
149,Radio Host,1,Broadcast Technician,41.77
149,Radio Host,2,Security Engineer,37.58
149,Radio Host,3,Community Outreach Coordinator,37.36
149,Radio Host,4,Cybersecurity Specialist,35.79
149,Radio Host,5,Cybersecurity Analyst,35.7
150,Business Development Manager,1,Business Development Manager,52.12
150,Business Development Manager,2,Business Consultant,48.82
150,Business Development Manager,3,Strategy Consultant,48.81
150,Business Development Manager,4,Business Analyst,46.22
150,Business Development Manager,5,Pre-Sales Engineer,44.66
151,Architect,1,Architect,54.75
151,Architect,2,Software Architect,52.75
151,Architect,3,Instructional Designer,47.65
151,Architect,4,Solution Architect,47.13
151,Architect,5,Project Engineer,46.39
152,Store Manager,1,Customer Success Manager,47.08
152,Store Manager,2,Store Manager,43.93
152,Store Manager,3,Product Marketing Manager,43.52
152,Store Manager,4,Business Development Manager,43.31
152,Store Manager,5,Supply Chain Manager,42.67
153,Product Manager,1,Strategy Consultant,49.27
153,Product Manager,2,Analytics Engineer,48.59
153,Product Manager,3,Data Engineer,47.18
153,Product Manager,4,Software Architect,47.02
153,Product Manager,5,Security Engineer,46.39
154,Physical Therapist,1,Physical Therapist,46.97
154,Physical Therapist,2,Massage Therapist,37.83
154,Physical Therapist,3,Occupational Therapist,37.69
154,Physical Therapist,4,Training Specialist,36.38
154,Physical Therapist,5,Registered Nurse,35.71
155,Frontend Developer,1,React Developer,53.28
155,Frontend Developer,2,Web Designer,50.58
155,Frontend Developer,3,Vue Developer,49.93
155,Frontend Developer,4,UX Designer,49.29
155,Frontend Developer,5,Electronics Engineer,45.59
156,Architect,1,Software Architect,53.19
156,Architect,2,Enterprise Architect,48.15
156,Architect,3,Instructional Designer,47.97
156,Architect,4,Software Engineer,46.36
156,Architect,5,Solution Architect,45.88
157,Agricultural Engineer,1,Agricultural Engineer,60.44
157,Agricultural Engineer,2,Solutions Engineer,51.73
157,Agricultural Engineer,3,Embedded Systems Engineer,47.65
157,Agricultural Engineer,4,QA Engineer,46.21
157,Agricultural Engineer,5,Software Engineer,45.88
158,Technical Lead,1,Software Architect,46.59
158,Technical Lead,2,Software Test Engineer,44.86
158,Technical Lead,3,Security Engineer,44.04
158,Technical Lead,4,Scrum Master,43.57
158,Technical Lead,5,Solution Architect,43.36
159,Swift Developer,1,Swift Developer,58.09
159,Swift Developer,2,Salesforce Developer,52.55
159,Swift Developer,3,Mobile Developer iOS,52.52
159,Swift Developer,4,Software Engineer,52.13
159,Swift Developer,5,Software Test Engineer,50.19
160,Surgeon,1,Medical Technologist,44.78
160,Surgeon,2,Instructional Designer,44.07
160,Surgeon,3,Training Specialist,40.05
160,Surgeon,4,Pre-Sales Engineer,38.66
160,Surgeon,5,Technical Support Specialist,38.53
161,Instructional Designer,1,Software Test Engineer,51.48
161,Instructional Designer,2,Learning & Development Manager,49.7
161,Instructional Designer,3,Software Engineer,44.08
161,Instructional Designer,4,Instructional Designer,39.95
161,Instructional Designer,5,Data Engineer,39.21
162,Embedded Systems Engineer,1,Embedded Systems Engineer,56.22
162,Embedded Systems Engineer,2,Electronics Engineer,49.02
162,Embedded Systems Engineer,3,Software Engineer,47.46
162,Embedded Systems Engineer,4,QA Engineer,46.89
162,Embedded Systems Engineer,5,Security Engineer,45.22
163,Demand Planner,1,Analytics Engineer,56.56
163,Demand Planner,2,Academic Data Analyst,54.16
163,Demand Planner,3,Data Analyst,53.81
163,Demand Planner,4,Data Scientist,51.0
163,Demand Planner,5,Data Engineer,50.36
164,Privacy Officer,1,Security Tester,54.01
164,Privacy Officer,2,Privacy Officer,50.13
164,Privacy Officer,3,Compliance Officer,43.61
164,Privacy Officer,4,Security Engineer,42.88
164,Privacy Officer,5,Software Test Engineer,39.99
165,Elixir Developer,1,Software Engineer,48.87
165,Elixir Developer,2,Solutions Engineer,47.72
165,Elixir Developer,3,Software Test Engineer,47.14
165,Elixir Developer,4,Project Engineer,45.8
165,Elixir Developer,5,Solution Architect,45.72
166,Welder,1,Safety Engineer,49.64
166,Welder,2,IT Field Technician,46.41
166,Welder,3,Solutions Engineer,45.55
166,Welder,4,Welder,45.17
166,Welder,5,Mechanical Engineer,43.36
167,C++ Developer,1,SAS Programmer,52.31
167,C++ Developer,2,Software Test Engineer,51.07
167,C++ Developer,3,Software Engineer,50.46
167,C++ Developer,4,Data Engineer,49.98
167,C++ Developer,5,Jupyter Developer,49.95
168,Elixir Developer,1,Software Engineer,49.33
168,Elixir Developer,2,Solutions Engineer,47.19
168,Elixir Developer,3,Software Architect,46.75
168,Elixir Developer,4,QA Engineer,46.16
168,Elixir Developer,5,DevOps Engineer,46.09
169,Photographer,1,Photographer,43.14
169,Photographer,2,Instructional Designer,42.92
169,Photographer,3,IT Consultant,39.07
169,Photographer,4,Videographer,38.55
169,Photographer,5,Exhibition Designer,37.95
170,Museum Curator,1,IT Project Manager,49.38
170,Museum Curator,2,Project Manager,48.13
170,Museum Curator,3,Project Engineer,47.26
170,Museum Curator,4,Learning & Development Manager,46.03
170,Museum Curator,5,Solution Architect,45.91
171,Videographer,1,Videographer,57.65
171,Videographer,2,Instructional Designer,46.68
171,Videographer,3,Creative Director,41.56
171,Videographer,4,Video Editor,41.02
171,Videographer,5,Graphic Designer,39.87
172,IT Field Technician,1,DevOps Engineer,47.83
172,IT Field Technician,2,Solutions Engineer,46.4
172,IT Field Technician,3,Embedded Systems Engineer,40.15
172,IT Field Technician,4,Electronics Engineer,39.87
172,IT Field Technician,5,Ruby Developer,39.86
173,Livestock Manager,1,Livestock Manager,45.13
173,Livestock Manager,2,Management Consultant,42.49
173,Livestock Manager,3,Strategy Consultant,39.97
173,Livestock Manager,4,Community Outreach Coordinator,39.16
173,Livestock Manager,5,Business Consultant,38.99
174,Cybersecurity Specialist,1,Security Engineer,52.38
174,Cybersecurity Specialist,2,Security Tester,48.27
174,Cybersecurity Specialist,3,Cybersecurity Analyst,42.86
174,Cybersecurity Specialist,4,Security Guard,39.69
174,Cybersecurity Specialist,5,Cybersecurity Specialist,39.54
175,Producer,1,Learning & Development Manager,50.1
175,Producer,2,Management Consultant,49.61
175,Producer,3,Solutions Engineer,47.27
175,Producer,4,Digital Marketing Manager,46.85
175,Producer,5,Marketing Manager,46.73
176,HR Manager,1,HR Manager,51.23
176,HR Manager,2,HR Operations Manager,49.59
176,HR Manager,3,Compensation & Benefits Manager,48.79
176,HR Manager,4,HR Consultant,47.46
176,HR Manager,5,Compliance Officer,45.11
177,AR/VR Developer,1,Software Engineer,47.11
177,AR/VR Developer,2,AR/VR Developer,47.04
177,AR/VR Developer,3,Software Architect,45.98
177,AR/VR Developer,4,Graphic Designer,45.14
177,AR/VR Developer,5,Aerospace Engineer,43.98
178,Data Warehouse Architect,1,Data Engineer,49.73
178,Data Warehouse Architect,2,Data Warehouse Architect,49.57
178,Data Warehouse Architect,3,Learning & Development Manager,48.34
178,Data Warehouse Architect,4,Enterprise Architect,46.57
178,Data Warehouse Architect,5,Strategy Consultant,46.49
179,Go Developer,1,Software Architect,47.98
179,Go Developer,2,Software Engineer,47.62
179,Go Developer,3,Solutions Engineer,47.32
179,Go Developer,4,Solution Architect,46.76
179,Go Developer,5,Salesforce Developer,45.32
180,Safety Engineer,1,Safety Engineer,58.35
180,Safety Engineer,2,Learning & Development Manager,48.2
180,Safety Engineer,3,Quality Assurance Manager,47.94
180,Safety Engineer,4,Compliance Officer,47.29
180,Safety Engineer,5,Security Engineer,45.32
181,C# Developer,1,Security Engineer,47.45
181,C# Developer,2,Cybersecurity Analyst,45.16
181,C# Developer,3,Software Engineer,43.51
181,C# Developer,4,Cybersecurity Specialist,42.91
181,C# Developer,5,Software Architect,42.66
182,Head Chef,1,Chef,53.39
182,Head Chef,2,Restaurant Manager,51.7
182,Head Chef,3,Head Chef,43.98
182,Head Chef,4,Sous Chef,43.62
182,Head Chef,5,Learning & Development Manager,42.33
183,Pre-Sales Engineer,1,Software Engineer,52.76
183,Pre-Sales Engineer,2,Solutions Engineer,49.77
183,Pre-Sales Engineer,3,Data Engineer,49.09
183,Pre-Sales Engineer,4,Software Test Engineer,47.76
183,Pre-Sales Engineer,5,Ruby Developer,46.55
184,Geologist,1,Solutions Engineer,46.88
184,Geologist,2,Data Engineer,45.57
184,Geologist,3,Software Engineer,43.93
184,Geologist,4,Civil Engineer,43.74
184,Geologist,5,Security Engineer,43.51
185,Spark Developer,1,Spark Developer,59.8
185,Spark Developer,2,Data Engineer,52.82
185,Spark Developer,3,Data Scientist,51.58
185,Spark Developer,4,Hadoop Developer,51.52
185,Spark Developer,5,Scala Developer,49.14
186,Psychologist,1,Psychologist,49.22
186,Psychologist,2,Counselor,38.03
186,Psychologist,3,Learning & Development Manager,37.05
186,Psychologist,4,Academic Advisor,36.75
186,Psychologist,5,Management Consultant,36.52
187,Librarian,1,Management Consultant,49.02
187,Librarian,2,Librarian,48.5
187,Librarian,3,Business Development Manager,45.61
187,Librarian,4,Learning & Development Manager,42.98
187,Librarian,5,Marketing Manager,42.18
188,Social Worker,1,Community Outreach Coordinator,39.71
188,Social Worker,2,Management Consultant,39.58
188,Social Worker,3,Sustainability Consultant,35.89
188,Social Worker,4,Solutions Engineer,34.79
188,Social Worker,5,Operations Manager,34.26
189,Informatica Developer,1,Data Engineer,57.82
189,Informatica Developer,2,Data Scientist,54.84
189,Informatica Developer,3,IT Consultant,50.88
189,Informatica Developer,4,Software Engineer,50.64
189,Informatica Developer,5,Data Analyst,48.98
190,Bartender,1,Software Engineer,41.85
190,Bartender,2,Solutions Engineer,40.63
190,Bartender,3,Pre-Sales Engineer,40.59
190,Bartender,4,Learning & Development Manager,40.58
190,Bartender,5,Machine Learning Engineer,38.5
191,Physician,1,IT Consultant,34.56
191,Physician,2,Clojure Developer,34.1
191,Physician,3,Clinical Data Manager,33.44
191,Physician,4,Medical Technologist,33.42
191,Physician,5,AI/ML Specialist,32.99
192,Digital Marketing Manager,1,Content Marketing Manager,59.03
